Well,Target,Sample,Cq,File,Exp,,source_file,Well,Fluor,Target,Sample,Cq,Exp
B08,RPS9_NOR,si PYM1,19.88,R2Q3,NMDtargets,,6,F08,SYBR,DYNC1H1,HEK_SMG1i_4,18.84428434,ncEJCtargets
B09,RPS9_NOR,si PYM1,19.82,R2Q3,NMDtargets,,6,F09,SYBR,DYNC1H1,HEK_SMG1i_4,19.03161653,ncEJCtargets
B10,RPS9_NOR,si UPF1,20.47,R2Q3,NMDtargets,,6,F10,SYBR,DYNC1H1,HEK_SMG1i_5,19.07934989,ncEJCtargets
B11,RPS9_NOR,si UPF1,20.56,R2Q3,NMDtargets,,6,F11,SYBR,DYNC1H1,HEK_SMG1i_5,19.12421751,ncEJCtargets
B12,RPS9_NOR,si UPF1,19.86,R2Q3,NMDtargets,,6,F12,SYBR,DYNC1H1,HEK_SMG1i_5,18.89732127,ncEJCtargets
C01,GAPDH,siNC,16.79,R2Q3,NMDtargets,,6,G01,SYBR,FNBP4,HEK_DMSO_4,20.11343548,ncEJCtargets
C02,GAPDH,siNC,16.76,R2Q3,NMDtargets,,6,G02,SYBR,FNBP4,HEK_DMSO_4,20.13727585,ncEJCtargets
C03,GAPDH,siNC,16.87,R2Q3,NMDtargets,,6,G03,SYBR,FNBP4,HEK_DMSO_4,20.16216525,ncEJCtargets
C04,GAPDH,si eIF4A3,19.05,R2Q3,NMDtargets,,6,G04,SYBR,FNBP4,HEK_DMSO_5,20.05810467,ncEJCtargets
C05,GAPDH,si eIF4A3,19.03,R2Q3,NMDtargets,,6,G05,SYBR,FNBP4,HEK_DMSO_5,20.13195445,ncEJCtargets
C06,GAPDH,si eIF4A3,19.36,R2Q3,NMDtargets,,6,G06,SYBR,FNBP4,HEK_DMSO_5,20.18178634,ncEJCtargets
C07,GAPDH,si PYM1,17.97,R2Q3,NMDtargets,,6,G07,SYBR,FNBP4,HEK_SMG1i_4,18.90860611,ncEJCtargets
C08,GAPDH,si PYM1,17.84,R2Q3,NMDtargets,,6,G08,SYBR,FNBP4,HEK_SMG1i_4,18.78708045,ncEJCtargets
C09,GAPDH,si PYM1,17.75,R2Q3,NMDtargets,,6,G09,SYBR,FNBP4,HEK_SMG1i_4,18.83816038,ncEJCtargets
C10,GAPDH,si UPF1,17.82,R2Q3,NMDtargets,,6,G10,SYBR,FNBP4,HEK_SMG1i_5,18.87261013,ncEJCtargets
C11,GAPDH,si UPF1,17.8,R2Q3,NMDtargets,,6,G11,SYBR,FNBP4,HEK_SMG1i_5,18.87374397,ncEJCtargets
C12,GAPDH,si UPF1,18.02,R2Q3,NMDtargets,,6,G12,SYBR,FNBP4,HEK_SMG1i_5,18.66941522,ncEJCtargets
D01,B-actin,siNC,17.84,R2Q3,NMDtargets,,6,H01,SYBR,PCNT,HEK_DMSO_4,20.83519116,ncEJCtargets
D02,B-actin,siNC,17.77,R2Q3,NMDtargets,,6,H02,SYBR,PCNT,HEK_DMSO_4,20.95540495,ncEJCtargets
D03,B-actin,siNC,18.11,R2Q3,NMDtargets,,6,H03,SYBR,PCNT,HEK_DMSO_4,21.03684314,ncEJCtargets
D04,B-actin,si eIF4A3,19.93,R2Q3,NMDtargets,,6,H04,SYBR,PCNT,HEK_DMSO_5,20.97350656,ncEJCtargets
D05,B-actin,si eIF4A3,19.69,R2Q3,NMDtargets,,6,H05,SYBR,PCNT,HEK_DMSO_5,21.11588575,ncEJCtargets
D06,B-actin,si eIF4A3,20.08,R2Q3,NMDtargets,,6,H06,SYBR,PCNT,HEK_DMSO_5,21.05195744,ncEJCtargets
D07,B-actin,si PYM1,18.01,R2Q3,NMDtargets,,6,H07,SYBR,PCNT,HEK_SMG1i_4,20.11084846,ncEJCtargets
D08,B-actin,si PYM1,18.31,R2Q3,NMDtargets,,6,H08,SYBR,PCNT,HEK_SMG1i_4,20.1043676,ncEJCtargets
D09,B-actin,si PYM1,18.36,R2Q3,NMDtargets,,6,H09,SYBR,PCNT,HEK_SMG1i_4,20.14712818,ncEJCtargets
D10,B-actin,si UPF1,18.44,R2Q3,NMDtargets,,6,H10,SYBR,PCNT,HEK_SMG1i_5,20.28298686,ncEJCtargets
D11,B-actin,si UPF1,17.94,R2Q3,NMDtargets,,6,H11,SYBR,PCNT,HEK_SMG1i_5,20.1902019,ncEJCtargets
D12,B-actin,si UPF1,18.7,R2Q3,NMDtargets,,6,H12,SYBR,PCNT,HEK_SMG1i_5,19.99595112,ncEJCtargets
E01,SRSF3_PTC+,siNC,22.82,R2Q3,NMDtargets,,7,A01,SYBR,ACTB,HEK_DMSO_6,14.96342314,ncEJCtargets
E02,SRSF3_PTC+,siNC,23.76,R2Q3,NMDtargets,,7,A02,SYBR,ACTB,HEK_DMSO_6,14.95908058,ncEJCtargets
E03,SRSF3_PTC+,siNC,24.3,R2Q3,NMDtargets,,7,A03,SYBR,ACTB,HEK_DMSO_6,14.94506514,ncEJCtargets
E04,SRSF3_PTC+,si eIF4A3,24.48,R2Q3,NMDtargets,,7,A04,SYBR,DYNC1H1,HEK_DMSO_6,19.8875819,ncEJCtargets
E05,SRSF3_PTC+,si eIF4A3,24.79,R2Q3,NMDtargets,,7,A05,SYBR,DYNC1H1,HEK_DMSO_6,19.86587974,ncEJCtargets
E06,SRSF3_PTC+,si eIF4A3,25.75,R2Q3,NMDtargets,,7,A06,SYBR,DYNC1H1,HEK_DMSO_6,19.7898291,ncEJCtargets
E07,SRSF3_PTC+,si PYM1,23.5,R2Q3,NMDtargets,,7,A07,SYBR,FNBP4,HEK_DMSO_6,20.36898447,ncEJCtargets
E08,SRSF3_PTC+,si PYM1,23.77,R2Q3,NMDtargets,,7,A08,SYBR,FNBP4,HEK_DMSO_6,20.32432354,ncEJCtargets
E09,SRSF3_PTC+,si PYM1,23.45,R2Q3,NMDtargets,,7,A09,SYBR,FNBP4,HEK_DMSO_6,20.26525701,ncEJCtargets
E10,SRSF3_PTC+,si UPF1,24.03,R2Q3,NMDtargets,,7,A10,SYBR,PCNT,HEK_DMSO_6,20.87296046,ncEJCtargets
E11,SRSF3_PTC+,si UPF1,22.91,R2Q3,NMDtargets,,7,A11,SYBR,PCNT,HEK_DMSO_6,20.82094506,ncEJCtargets
E12,SRSF3_PTC+,si UPF1,22.79,R2Q3,NMDtargets,,7,A12,SYBR,PCNT,HEK_DMSO_6,20.87513766,ncEJCtargets
F01,SRSF3_NOR,siNC,18.65,R2Q3,NMDtargets,,7,B01,SYBR,ACTB,HEK_SMG1i_6,15.49054817,ncEJCtargets
F02,SRSF3_NOR,siNC,18.26,R2Q3,NMDtargets,,7,B02,SYBR,ACTB,HEK_SMG1i_6,15.54809265,ncEJCtargets
F03,SRSF3_NOR,siNC,19.34,R2Q3,NMDtargets,,7,B03,SYBR,ACTB,HEK_SMG1i_6,15.56089981,ncEJCtargets
F04,SRSF3_NOR,si eIF4A3,20.82,R2Q3,NMDtargets,,7,B04,SYBR,DYNC1H1,HEK_SMG1i_6,19.69843836,ncEJCtargets
F05,SRSF3_NOR,si eIF4A3,20.92,R2Q3,NMDtargets,,7,B05,SYBR,DYNC1H1,HEK_SMG1i_6,19.5903762,ncEJCtargets
F06,SRSF3_NOR,si eIF4A3,21.01,R2Q3,NMDtargets,,7,B06,SYBR,DYNC1H1,HEK_SMG1i_6,19.64896147,ncEJCtargets
F07,SRSF3_NOR,si PYM1,18.9,R2Q3,NMDtargets,,7,B07,SYBR,FNBP4,HEK_SMG1i_6,18.84623733,ncEJCtargets
F08,SRSF3_NOR,si PYM1,18.84,R2Q3,NMDtargets,,7,B08,SYBR,FNBP4,HEK_SMG1i_6,18.82012263,ncEJCtargets
F09,SRSF3_NOR,si PYM1,18.55,R2Q3,NMDtargets,,7,B09,SYBR,FNBP4,HEK_SMG1i_6,18.83423395,ncEJCtargets
F10,SRSF3_NOR,si UPF1,19.04,R2Q3,NMDtargets,,7,B10,SYBR,PCNT,HEK_SMG1i_6,20.25018187,ncEJCtargets
F11,SRSF3_NOR,si UPF1,18.93,R2Q3,NMDtargets,,7,B11,SYBR,PCNT,HEK_SMG1i_6,20.26349201,ncEJCtargets
F12,SRSF3_NOR,si UPF1,19.89,R2Q3,NMDtargets,,7,B12,SYBR,PCNT,HEK_SMG1i_6,20.16896203,ncEJCtargets
G01,RSRC2_PTC+,siNC,20.5,R2Q3,NMDtargets,,7,C01,SYBR,ACTB,HEK_DMSO_7,15.01817525,ncEJCtargets
G02,RSRC2_PTC+,siNC,20.65,R2Q3,NMDtargets,,7,C02,SYBR,ACTB,HEK_DMSO_7,14.95442118,ncEJCtargets
G03,RSRC2_PTC+,siNC,20.71,R2Q3,NMDtargets,,7,C03,SYBR,ACTB,HEK_DMSO_7,14.98739932,ncEJCtargets
G04,RSRC2_PTC+,si eIF4A3,20.62,R2Q3,NMDtargets,,7,C04,SYBR,DYNC1H1,HEK_DMSO_7,19.87907279,ncEJCtargets
G05,RSRC2_PTC+,si eIF4A3,21.04,R2Q3,NMDtargets,,7,C05,SYBR,DYNC1H1,HEK_DMSO_7,19.88951521,ncEJCtargets
G06,RSRC2_PTC+,si eIF4A3,20.98,R2Q3,NMDtargets,,7,C06,SYBR,DYNC1H1,HEK_DMSO_7,19.88668541,ncEJCtargets
G07,RSRC2_PTC+,si PYM1,21.29,R2Q3,NMDtargets,,7,C07,SYBR,FNBP4,HEK_DMSO_7,20.40028161,ncEJCtargets
G08,RSRC2_PTC+,si PYM1,21.36,R2Q3,NMDtargets,,7,C08,SYBR,FNBP4,HEK_DMSO_7,20.50126501,ncEJCtargets
G09,RSRC2_PTC+,si PYM1,21.45,R2Q3,NMDtargets,,7,C09,SYBR,FNBP4,HEK_DMSO_7,20.39210333,ncEJCtargets
G10,RSRC2_PTC+,si UPF1,21.25,R2Q3,NMDtargets,,7,C10,SYBR,PCNT,HEK_DMSO_7,21.13656466,ncEJCtargets
G11,RSRC2_PTC+,si UPF1,21.33,R2Q3,NMDtargets,,7,C11,SYBR,PCNT,HEK_DMSO_7,20.94881301,ncEJCtargets
G12,RSRC2_PTC+,si UPF1,21.4,R2Q3,NMDtargets,,7,C12,SYBR,PCNT,HEK_DMSO_7,20.92658173,ncEJCtargets
H01,RSRC2_NOR,siNC,17.37,R2Q3,NMDtargets,,7,D01,SYBR,ACTB,HEK_SMG1i_7,15.54998571,ncEJCtargets
H02,RSRC2_NOR,siNC,17.4,R2Q3,NMDtargets,,7,D02,SYBR,ACTB,HEK_SMG1i_7,15.57296162,ncEJCtargets
H03,RSRC2_NOR,siNC,17.42,R2Q3,NMDtargets,,7,D03,SYBR,ACTB,HEK_SMG1i_7,15.40356514,ncEJCtargets
H04,RSRC2_NOR,si eIF4A3,19.85,R2Q3,NMDtargets,,7,D04,SYBR,DYNC1H1,HEK_SMG1i_7,19.5768381,ncEJCtargets
H05,RSRC2_NOR,si eIF4A3,19.89,R2Q3,NMDtargets,,7,D05,SYBR,DYNC1H1,HEK_SMG1i_7,19.60888465,ncEJCtargets
H06,RSRC2_NOR,si eIF4A3,20.32,R2Q3,NMDtargets,,7,D06,SYBR,DYNC1H1,HEK_SMG1i_7,19.62680361,ncEJCtargets
H07,RSRC2_NOR,si PYM1,18.8,R2Q3,NMDtargets,,7,D07,SYBR,FNBP4,HEK_SMG1i_7,18.84227703,ncEJCtargets
H08,RSRC2_NOR,si PYM1,18.71,R2Q3,NMDtargets,,7,D08,SYBR,FNBP4,HEK_SMG1i_7,18.80337441,ncEJCtargets
H09,RSRC2_NOR,si PYM1,18.75,R2Q3,NMDtargets,,7,D09,SYBR,FNBP4,HEK_SMG1i_7,18.81409643,ncEJCtargets
H10,RSRC2_NOR,si UPF1,19.71,R2Q3,NMDtargets,,7,D10,SYBR,PCNT,HEK_SMG1i_7,20.30018657,ncEJCtargets
H11,RSRC2_NOR,si UPF1,19.86,R2Q3,NMDtargets,,7,D11,SYBR,PCNT,HEK_SMG1i_7,20.23792466,ncEJCtargets
H12,RSRC2_NOR,si UPF1,19.85,R2Q3,NMDtargets,,7,D12,SYBR,PCNT,HEK_SMG1i_7,20.21802914,ncEJCtargets
,,,,,,,7,E01,SYBR,ACTB,HEK_DMSO_8,15.10896882,ncEJCtargets
,,,,,,,7,E02,SYBR,ACTB,HEK_DMSO_8,15.04775779,ncEJCtargets
,,,,,,,7,E03,SYBR,ACTB,HEK_DMSO_8,15.0906374,ncEJCtargets
,,,,,,,7,E04,SYBR,DYNC1H1,HEK_DMSO_8,19.98357306,ncEJCtargets
,,,,,,,7,E05,SYBR,DYNC1H1,HEK_DMSO_8,19.96179451,ncEJCtargets
,,,,,,,7,E06,SYBR,DYNC1H1,HEK_DMSO_8,19.93327321,ncEJCtargets
,,,,,,,7,E07,SYBR,FNBP4,HEK_DMSO_8,20.53516455,ncEJCtargets
,,,,,,,7,E08,SYBR,FNBP4,HEK_DMSO_8,20.56561925,ncEJCtargets
,,,,,,,7,E09,SYBR,FNBP4,HEK_DMSO_8,20.66247776,ncEJCtargets
,,,,,,,7,E10,SYBR,PCNT,HEK_DMSO_8,21.17496407,ncEJCtargets
,,,,,,,7,E11,SYBR,PCNT,HEK_DMSO_8,21.15239848,ncEJCtargets
,,,,,,,7,E12,SYBR,PCNT,HEK_DMSO_8,21.07911958,ncEJCtargets
,,,,,,,7,F01,SYBR,ACTB,HEK_SMG1i_8,15.78368802,ncEJCtargets
,,,,,,,7,F02,SYBR,ACTB,HEK_SMG1i_8,15.86523555,ncEJCtargets
,,,,,,,7,F03,SYBR,ACTB,HEK_SMG1i_8,15.78470996,ncEJCtargets
,,,,,,,7,F04,SYBR,DYNC1H1,HEK_SMG1i_8,19.75242476,ncEJCtargets
,,,,,,,7,F05,SYBR,DYNC1H1,HEK_SMG1i_8,19.75192183,ncEJCtargets
,,,,,,,7,F06,SYBR,DYNC1H1,HEK_SMG1i_8,19.90003523,ncEJCtargets
,,,,,,,7,F07,SYBR,FNBP4,HEK_SMG1i_8,18.88463931,ncEJCtargets
,,,,,,,7,F08,SYBR,FNBP4,HEK_SMG1i_8,18.93124954,ncEJCtargets
,,,,,,,7,F09,SYBR,FNBP4,HEK_SMG1i_8,18.83894852,ncEJCtargets
,,,,,,,7,F10,SYBR,PCNT,HEK_SMG1i_8,20.62627161,ncEJCtargets
,,,,,,,7,F11,SYBR,PCNT,HEK_SMG1i_8,20.61577919,ncEJCtargets
,,,,,,,7,F12,SYBR,PCNT,HEK_SMG1i_8,20.37197644,ncEJCtargets
