annotation_KD_method	quartile	gene	log2foldchange
50_100_UPF1_log2fold	Q1	ENSG00000215717	0.283189521563155
50_100_UPF1_log2fold	Q1	ENSG00000040341	1.42744014594048
50_100_UPF1_log2fold	Q1	ENSG00000128245	-2.04728704616849
50_100_UPF1_log2fold	Q1	ENSG00000138604	-0.292908888541046
50_100_UPF1_log2fold	Q1	ENSG00000169714	0.491361088570235
50_100_UPF1_log2fold	Q1	ENSG00000133641	-4.13297369950934
50_100_UPF1_log2fold	Q1	ENSG00000104341	-0.266064829177607
50_100_UPF1_log2fold	Q1	ENSG00000177054	-0.267062867577308
50_100_UPF1_log2fold	Q1	ENSG00000164070	0.291683125016194
50_100_UPF1_log2fold	Q1	ENSG00000171224	0.282869382839842
50_100_UPF1_log2fold	Q1	ENSG00000180370	0.152061046137816
50_100_UPF1_log2fold	Q1	ENSG00000165476	-0.255663762223731
50_100_UPF1_log2fold	Q1	ENSG00000114956	-0.858395895904594
50_100_UPF1_log2fold	Q1	ENSG00000186130	-0.771061491402401
50_100_UPF1_log2fold	Q1	ENSG00000137692	-0.771061491402401
50_100_UPF1_log2fold	Q1	ENSG00000166128	-0.650197860400266
50_100_UPF1_log2fold	Q1	ENSG00000143363	-0.688471150132571
50_100_UPF1_log2fold	Q1	ENSG00000155438	-0.442254729278717
50_100_UPF1_log2fold	Q1	ENSG00000162627	0.214878565367233
50_100_UPF1_log2fold	Q1	ENSG00000137819	0.206183896276252
50_100_UPF1_log2fold	Q1	ENSG00000099284	-0.503467301476043
50_100_UPF1_log2fold	Q1	ENSG00000066926	-0.503467301476043
50_100_UPF1_log2fold	Q1	ENSG00000125378	-1.8098337061556
50_100_UPF1_log2fold	Q1	ENSG00000112078	1.04207766039809
50_100_UPF1_log2fold	Q1	ENSG00000151743	0.596208608192479
50_100_UPF1_log2fold	Q1	ENSG00000101843	0.358779602260899
50_100_UPF1_log2fold	Q1	ENSG00000111639	-0.366873908852113
50_100_UPF1_log2fold	Q1	ENSG00000126945	0.249274168871176
50_100_UPF1_log2fold	Q1	ENSG00000187231	0.486119908133255
